Title,Director,Cast,Year,Language,url,Producer,Genre,production,music,ref
Vijayaratha,Ajay Surya K,"Vasanth Kalyan, Arpitha Gowda, Archana Jois, Rajesh Nataranga, Hanumanthe Gowda",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[139]
Punyathgittiru,Raj B. N.,"Kuri Ranga, Mamatha Rahuth, Divyashree, Ishu",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[140]
Vishnu Circle,Lakshmi Dinesh,"Gururaj Jaggesh, Divya Gowda, Samhitha Vinay, H. G. Dattatreya, Rockline Sudhakar",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[141]
Pailwaan,S. Krishna,"Sudeep, Suniel Shetty, Aakanksha Singh, Kabir Duhan Singh, Sushant Singh",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[142]
Baro Baro Geleya,Srikanth Acharya,"Shiva Chandra, Anjum, Gandhi Ram, Pooja",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[143]
Moorane Kannu,Nazeer K. N.,"Sachin Nayak, Shreya, Seeru, Tara, Prakash D. J.",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[144]
Thripura,K. Shankar,"Ashwini Gowda, Sridhar, Dharma, Tennis Krishna, Lakshman",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[145]
Aatakkuntu Lekkakkilla,Ram J. Chandra,"Sanchari Vijay, Mayuri Kyatari, Duniya Rashmi, Achyuth Kumar",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[146]
Geetha,Vijay Nagendra,"Ganesh, Parvathi Arun, Prayaga Martin, Shanvi Srivastava, Sudharani, Devaraj, Ravishankar Gowda, Rangayana Raghu",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[147]
Kiss,A. P. Arjun,"Viraat, Sree Leela, Sadhu Kokila, Chikkanna, H. G. Dattatreya, Avinash",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[149]
Navarathri,Lakshmikanth Chenna,"Vikram Manjunath, Hrudaya Avanthi, Shivamanju, Karthik, Pranav Murthy",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[150]
Super Hero,Snehamayi Krishna,"Master V K Vikas, M M Prajwal, M K Likhitha, M M Gajesh Gowda, Mandya Ramesh, Mandya Anand",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[151]
Mohandas,P. S. Sheshadri,"Param Swamy, Samarth Hombal",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,
Adyaksha in America,Yoganand Muddan,"Sharan, Ragini Dwivedi, Disha Pandey, Sadhu Kokila, Rangayana Raghu",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[152]
Premasura,Hariharapura Nagaraj,"Sheetal Raj, Mrudula, M. S. Umesh, Subburaju, Mico Nagaraj",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[153]
Devaru Bekagiddare,Kenja Chetan Kumar,"Prasad Vasisht, Shivaram, Master Anoop, Sathyanath",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[154]
Ellidde Illi Tanaka,Thejasvi,"Srujan Lokesh, Hariprriya, Tara, Yashas Surya, Avinash, Radhika Rao, Sadhu Kokila",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[155]
Gnanam,Varadaraj Venkataswamy,"Shylashri, Anil Kumar, Radhika A. Shetty,",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[156]
Inject 0.7,Niranjan,"Niranjan, Roopa Gowda, Prajna Mallur, Vinesh. Master Dhyan, Pranaya Murthy",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[157]
Lungi,Arjun Lewis,"Pranav Hegde, Ahalya Suresh, Radhika Rao, Deepak Rai Panaje",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[158]
Siddhi Seere,Brahmanand Reddy,"Sudha Narasimharaju, Mahalakshmi Urs, Ravishankar Mirle, Swarnachandra",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[159]
Vrithra,Gautham Iyer,"Nityashree, Prakash Belawadi, Sudharani, Tharun Sudhir",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[160]
Bharaate,Chetan Kumar,"Sriimurali, Sreeleela, Saikumar, Ayyappa P. Sharma, P. Ravishankar",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[161]
Gantumoote,Roopa Rao,"Nischith Korodi, Teju Belawadi, Surya Vasishta, Sharath Gowda, Sri Ranga",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[162]
Savarna Deergha Sandhi,Veerendra Shetty,"Veerendra Shetty, Krishnaa, Ravi Bhat, Surender Bantwal",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[163]
Andavaada,Chala,"Jai, Anusha Ranganath, Harish Rai, K. S. Sridhar",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[164]
Moorkal Estate,Pramod Kumar,"Praveen Reddy, Prakruthi, Vijay Eshwar, Abhishek Jain, Riya",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[165]
C++,Suresh Leon Rey,"Viraaj, Vishwaveeru, Nagendra Urs",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[166]
Dandupalya 4,K. T. Nayak,"Suman Ranganathan, Banerjee, Rockline Sudhakar, Venkat",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[167]
Ranganayaki,Dayal Padmanabhan,"M. G. Srinivas, Aditi Prabhudeva, Lasya Nagaraj, Suchendra Prasad, Chakravarthy, Chandrachud",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[169]
Star Kannadiga,Manjunath V. R.,"Manjunath V. R., Shalini Bhat, Rockline Sudhakar",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[170]
Aa Drushya,Shiva Ganesh,"V. Ravichandran, Achyuth Kumar, Nisarga Lakshman, Chaithra Achar, Yash Shetty, Chethan Vicky",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[171]
Eesha Mahesha,M. D. Kaushik,"Narayana Swamy, Rakesh, Jayashree Raj, Sharanya Gowda, Hamsaraj, Bhagyashree, M. D. Kaushik, Ravi Bhat",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[172]
Girmit,Ravi Basrur,"Ashlesh Raj, Shlagha Saligrama, Shravya Maravanthe, Nagaraj Japthi, Thanisha Kone, Aradhya Shetty, Adithya Kundapura, Sinchana Koteshwara",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[173]
Kapata Nataka Paatradhaari,Krish,"Balu Nagendra, Sangeetha Bhat, Kari Subbu, Shankar Narayan, Prakash Thuminadu",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[174]
Paapi Chirayu,Nataraj J K Gowda,"Raj B Gowda, Kuri Prathap, Niranjan Deshpande, Manju Pavagada, Chaithra",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[175]
Ranabhoomi,Chiranjeevi Deepak,"Niranjan Odeyar, Karunya Ram, Sheethal Shetty, Ramesh Bhat, Rathavara Loki, Danial Kuttappa",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[176]
Ayushman Bhava,P. Vasu,"Shiva Rajkumar, Rachita Ram, Nidhi Subbaiah",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[177]
Mane Maratakkide,Manju Swaraj,"Sadhu Kokila, Chikkanna, Kuri Pratap, Ravishankar Gowda, Sruthi Hariharan, Karunya Ram",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[179]
Relax Satya,Naveen Reddy.G,"Prabhu Mudkur, Manvitha Kamath",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[181]
Nam Gani B.Com Pass,Abhishek Shetty,"Abhishek Shetty, Aishani Shetty",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[182]
Kalidasa Kannada Meshtru,Kaviraj,"Jaggesh, Meghana Goankar, Ambika",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[183]
Kannad Gothilla,Mayuraa Raghavendra,"Hariprriya, Sudharani, Sudha Belwadi, Mayuraa Raghavendra",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[184]
Neuron,Vikas Pushpagiri,"Yuva, Kabir Duhan Singh, Neha Patil, Vaishnavi Menon",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[185]
Manaroopa,Kiran Hegde,"Dileep Gowda, Anusha Rao, Nisha, Shiva.B.K",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[186]
Rajalakshmi,Kantharaju ST,"Naveen Thirthalli, Rashmi Gowda, Honnavalli Krishna, Tennis Krishna",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[187]
Mookajjiya Kanasugalu,P. Sheshadri,B. Jayashree,2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,
Brahmachari,Chandra Mohan,"Sathish Neenasam, Aditi Prabhudeva, H.G. Dattatreya",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[188]
Mundina Nildana,Vinay Bharadwaj,"Praveen Tej, Radhika Narayan, Ajay Raj, H.G. Dattatreya",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[189]
Damayanthi,Navarasan,Radhika Kumaraswamy,2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,
Naane Raja,Srinivas Shivara,"Suraj Krishna, Sonika Gowda",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[191]
Margaret,M. S. Sreenath,"Ahalya Suresh, Saurav Lokesh, Rajesh Nataranga",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[192]
Katha Sangama,7 directors,"Rishab Shetty, Hariprriya, Kishore, Avinash",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,
Alidu Ulidavaru,Arvind Sastry,"Atul Kulkarni, Pawan Kumar, Sangeetha Bhatt, Rockline Sudhakar",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[193]
Babru,Sujay Ramaiah,"Suman Nagarkar, Prakruthi Kashyap, Sunny Moza, Mahi Hiremath",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[194]
Hagalu Kanasu,Dinesh Baboo,"Master Anand, Saniha Yadav, Neenasam Ashwath, Chitkala Biradar",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[195]
19 Age is Nonsense?,Suresh M Gini,"Madhumita, Balu, Manush, Lakshmi Mandya, Kavya Prakash",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[196]
Avalakki Pavalakki,Durga Prasad,"Sinchana Ponnava, Deepak Patel, Raghavendra",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,
Odeya,M. D. Sridhar,"Darshan, Sana Timmaiah",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[197]
Sarvajanikarige Suvarnavakasha,Anoop Ramaswamy,"Rishi, Dhanya Balakrishna",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,
Avane Srimannarayana,Sachin Ravi,"Rakshit Shetty, Shanvi Srivastava, Achyuth Kumar, Pramod Shetty",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[199]
Baddi Magan Lifeu,Prasad-Pavan,"Sachin Shreedar, Aishwarya Rao, Bala Rajwadi",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[200]
Rajeeva,Flying King Manju,"Mayur Patel, Akshatha Sreedhar Shastry, Madan Patel, Shankar Ashwath",2020,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2020,,,,,[2]
Veshadhari,Shivanand Bhushi,"Aryan, Shruthi Rajendra, Sonam Rai, Micheal Madhu",2020,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2020,,,,,[2]
Gudumana Avathara,Muniraju,"Raj Goutham, Sannidhi, Century Gowda, Gaddappa, Alisha Shankarappa, M. S. Umesh, Dingri Nagaraj",2020,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2020,,,,,[3]
Jan Dhan,T. Nagachandra,"Sunil Shashi, Rachana Dasharath, Sai Lakshman, Suman Sharma, Master Lakshman",2020,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2020,,,,,[4]
Sri Bharatha Baahubali,Manju Mandavya,"Manju Mandavya, Chikkanna, Sarah Harish, Shreya Shetty, Shruti Prakash",2020,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2020,,,,,[5]
Gadinadu,Nag Hunasond,"Prabhu Surya, Sanchita Padukone, Charan Raj, Shobharaj, Raghu Raj, Deepak Shetty",2020,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2020,,,,,[6]
India vs England,Nagathihalli Chandrashekhar,"Vasishta Simha, Manvitha Harish, Ananth Nag, Sumalatha Ambareesh",2020,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2020,,,,,[7]
Khaki,Naveen Reddy B,"Chiranjeevi Sarja, Tanya Hope, Shivamani, Chaya Singh, Dev Gill",2020,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2020,,,,,[8]
Krutha,Uppari Ramesh,"Vijayendra, Meghana Gowda, Rashika",2020,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2020,,,,,[9]
Naanu Matthu Gunda,Srinivas Thimmaiah,"Shivaraj KR Pete, Samyukta Hornad, Govinde Gowda, Rockline Sudhakar",2020,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2020,,,,,[10]
Navelru... Half Boiled,B Shivaraj Venkattachcha,"Sunil Kumar, Matangi Prasanna, Tabla Nani, Devadas Kapikad",2020,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2020,,,,,[11]
Kaanadante Maayavadanu,Raj Pathipati,"Vikas, Sindhu Loknath, Achyuth Kumar, Suchendra Prasad, Raghava Uday, Bhajarangi Loki",2020,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2020,,,,,[12]
Love Mocktail,Krishna,"Krishna, Milana Nagaraj, Amrutha Iyengar, Rachana Inder",2020,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2020,,,,,[13]
Dinga,Abhishek Jain,"Aarva Gowda, Anusha Rodrigues, Abhishek Jain, Vijay Eshwar",2020,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2020,,,,,[14]
Namo,Puttaraj Swamy,"Puttaraj Swamy, Rashmitha Gowda, Mahesh Raj, Bhairava",2020,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2020,,,,,[15]
Nigarva,Jayasimha Musuri,"Bullet Vinu, Aryan Suryaa, Bharathi Hegde, Krishne Gowda",2020,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2020,,,,,[16]
Ramana Savari,K Shivarudraiah,"Master Aaron, Rajesh Nataranga, Sonu Gowda, Sudha Belawadi, Master Ayush",2020,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2020,,,,,[17]
Gentleman,Jadesh Kumar Hampi,"Prajwal Devaraj, Nishvika Naidu, Sanchari Vijay, Tabla Nani, Bharath Kalyan",2020,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2020,,,,,[18]
Malgudi Days,Kishore Moodbidri,"Vijay Raghavendra, Greeshma Sridhar, Arjun Kapikad, Dhanraj CM",2020,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2020,,,,,[19]
Dia,K S Ashoka,"Dheekshith Shetty, Pruthvi Ambaar, Kushee Ravi, Pavithra Lokesh",2020,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2020,,,,,[20]
Matte Udbhava,Kodlu Ramakrishna,"Pramod, Milana Nagaraj, Rangayana Raghu, Sudha Belawadi, Avinash, Mohan Shankar",2020,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2020,,,,,[21]
Bill Gates,Srinivasa C Mandya,"Shishir Shastry, Chikkanna, Kuri Prathap, Priyanka Chincholi, Rajshekar, Akshara Reddy, Rashmitha Roja, Girish Shivanna",2020,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2020,,,,,[22]
Jiilka,Kaveesh Shetty,"Kaveesh Shetty, Priya Hegde, Prathik Shetty, Laksha Shetty",2020,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2020,,,,,[23]
3rd Class,Ashok Dev,"Jagadish Pawar, Roopika, Divya Rao, Avinash",2020,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2020,,,,,[24]
Ojas,C J Vardhan,"Neha Saxena, Bhavya, Mohan, Yathiraj, Dingri Nagaraj",2020,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2020,,,,,[25]
Navarathna,Prathap Raj,"Prathap Raj, Moksha Kushal, Sharath Lohitashwa, Amith V Raj",2020,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2020,,,,,[26]
Benkiyalli Aralida Hoovu,Devishree Prasad,"Anupama Gowda, Vishu E Achar, Lakshman Gowda, Mimicry Gopi",2020,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2020,,,,,[27]
Demo Piece,Vivek A,"Bharath Bopanna, Sparsha Rekha, Sonal Monteiro",2020,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2020,,,,,[28]
Gadappana Circle,B R Keshav,"Gaddappa, Century Gowda, Abhishek H N, Sukanya",2020,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2020,,,,,[29]
Gift Box,Raghu S P,"Ritvvikk Mathad, Ameeta Kulal, Deepti Mohan, Murali Gundanna",2020,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2020,,,,,[30]
Prema Swara,SLN,"SLN, Amrutha Gowda, Nirosha, Vijaya Ranjini",2020,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2020,,,,,[31]
Saagutha Doora Doora,Ravi Theja,"Apeksha Purohit, Mahesh Siddu, Naveen Kumar, Ashik Arya",2020,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2020,,,,,[32]
Saavu in Love,K T Santhosh,"Govinde Gowda, Santhosh, Sanvi Ponnamma, Veda",2020,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2020,,,,,[33]
Thund Haikla Savasa,B M Giriraj,"Kishore Kumar G, Abhay Surya, Vidarsha, Shakeela, Sadhu Kokila, Abhinayashree",2020,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2020,,,,,[34]
Popcorn Monkey Tiger,Duniya Soori,"Dhananjay, Niveditha, Amrutha Iyengar, Sapthami Gowda",2020,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2020,,,,,[35]
Aadyaa,Chaitanya KM,"Chiranjeevi Sarja, Shruthi Hariharan, Sangeetha Bhat, Pramod Shetty, Ravishankar Gowda",2020,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2020,,,,,[36]
Shivaji Surathkal - The Case of Ranagiri Rahasya,Akash Srivatsa,"Ramesh Aravind, Radhika Narayan, Aarohi Narayan, Avinash",2020,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2020,,,,,[37]
Mounam,Raj Pandith,"Avinash, Balaji Sharma, Mayuri Kyatari, Hanumanthe Gowda",2020,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2020,,,,,[38]
Seethamma Bandalu Sirimallige Thottu,Ashok K Kadaba,"Nandish Kumar, Samhitha Vinya, Vinny Fernandes",2020,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2020,,,,,[39]
Jnana Gange,L Vinod Kumar,"Srinivasa Prabhu, Aravind, Andan Gowda, Roopesh Kumar",2020,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2020,,,,,[40]
Om Shanti Om,Achala S Promod,"P. Sharath Kumar, Rekha Pandit, Shobaraj",2020,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2020,,,,,[41]
Mayabazar 2016,Radhakrishna Reddy,"Raj B. Shetty, Vasishta Simha, Achyuth Kumar, Prakash Raj, Sadhu Kokila, Sudha Rani, Chaithra Rao",2020,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2020,,,,,[42]
Bicchugatti Chapter −1 Dalvayi Dange,Hari Santhosh,"Rajvardhan, Hariprriya, Prabhakar",2020,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2020,,,,,[43]
Aanebala,Soonagahalli Raju,"Sagar Gowda, Rakshitha Ravindar",2020,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2020,,,,,[44]
Maya Kannadi,Vinod Poojary,"Prabhu Mundkur, KS Sridhar, Kaajal Kunder",2020,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2020,,,,,[45]
Jaggi Jagannath,Om Sai Prakash.,"Likhit Raj, Duniya Rashmi, Sai Kumar, Tabla Nani",2020,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2020,,,,,[46]
Asura Samhara,Pradeep S.,"Hari Prasad, Harshala Honey, Shivu Balaji",2020,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2020,,,,,[47]
Maduve Madri Sari Hogthane,Gopi Kerur,"Shiva Chandra Kumar, Aradhya, Srilakshmi Desai, Aruna Balraj, Ramesh Bhat",2020,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2020,,,,,[48]
My Name is Raja,Ashwin Krishna,"Raaj Suriyan, Nasreen, Aakarshika, Prabhu Surya",2020,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2020,,,,,[49]
Ondu Shikariya Kathe,Sachin Shetty,"Pramod Shetty, Siri Prahalad, Sripriya, Prasad Cherkady",2020,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2020,,,,,[50]
Preethi Endarenu,Manju Sagar,"Manju Sagar, Ramanitu Chaudhary, Jeevan, Sharath Lohitashwa",2020,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2020,,,,,[51]
Wrong Turn,Anand .D.K,"Uday.I.H, Ravi Sagar, Sandhya Gowda",2020,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2020,,,,,[52]
Drona,Pramod Chakravorty,"Shiva Rajkumar, Ravi Kishan, Ineya, Rangayana Raghu",2020,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2020,,,,,[53]
Shivarjuna,Shiva Thejas,"Chiranjeevi Sarja, Akshatha Srinivas, Amrutha Iyengar, Kishore, Ravi Kishan",2020,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2020,,,,,[54]
Nam Kathe Nim Jothe,Deepak B. C,"Deepak B C, Anjali K.E, Narada Muni, Santosh Kumar",2020,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2020,,,,,[55]
Naragunda Bandaya,Nagendra Magadi,"Shubha Poonja, Raksh, Avinash, Bhavya, Sadhu Kokila",2020,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2020,,,,,[56]
5 Adi 7 Angula,Nandalike Nityananda Prabhu,"Rasik Kumar, Bhuvan Narayan, Adithi Acharya",2020,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2020,,,,,[57]
Kushka,Vikram Yoganand,"Guruprasad, Chandu Gowda, Kailash Pal, Sanjana Anand",2020,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2020,,,,,[58]
Law,Raghu Samarth,"Ragini Chandran, Siri Prahlad, Mukhyamantri Chandru, Sudharani, Achyuth Kumar",2020,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2020,,,,,[59]
French Biriyani,Pannaga Bharana,"Danish Sait, Sal Yusuf, Disha Madan, Rangayana Raghu, Nagabhushana",2020,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2020,,,,,[60]
Bheemasena Nalamaharaja,Karthik Saragur,"Aravinnd Iyer, Aarohi Narayan, Priyanka Thimmesh, Achyuth Kumar, Vijay Chendoor",2020,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2020,,,,,[61]
Dhira,Arun Kumar Rapolu,Dhruva Sarja,2020,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2020,,,,,[62]
Mane Number 13,Vivy Kathiresan,"Ramana, Sanjeev, Varsha Bollamma, Aishwarya Gowda",2020,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2020,,,,,[63]
ACT 1978,Manso Re,"Yagna Shetty, B. Suresha, Shruti, Vijay, Pramod Shetty",2020,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2020,,,,,[64]
Arishadvarga,Arvind Kamath,"Avinash, Samyukta Hornad, Sudha Belawadi, Anju Alva Naik, Mahesh Bung, Nandagopal",2020,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2020,,,,,[65]
Pursoth Rama,Saru,"Hrithik Saru, Ravishankar Gowda, Shivaraj K. R. Pete, Kuri Prathap, Bank Janardhan, Manasa, Sahana",2020,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2020,,,,,[66]
Sadhane Shikara,Eeranna N. Madhugiri,"Vijanath Biradar, Doddarange Gowda, Shankanada Anjanappa, Apoorva",2020,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2020,,,,,[67]
